symbol,gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
TMEM43,ENSG00000170876,-0.5239290106969622,6.135311648647492,-4.242636053660416,2.640530252931838e-4,0.15593562312396797,0.8148593165721207
KCTD12,ENSG00000178695,-1.296998955144789,5.068383698476588,-4.248760005136735,2.6517763988845875e-4,0.15593562312396797,0.4964848051336528
DNHD1,ENSG00000179532,0.7834050281608239,5.348005729164525,4.2341765336309525,2.654023988498597e-4,0.15593562312396797,0.5795844707826925
NPTN,ENSG00000156642,-0.662971816636104,5.578238967087581,-4.2261396699811495,2.739784756344179e-4,0.15593562312396797,0.63488003179374
LOC131768270,ENSG00000293600,-0.40404801919685374,6.381950173687464,-3.92491889359785,2.762108696586686e-4,0.15593562312396797,0.30335389892397835
TMEM154,ENSG00000170006,-0.6359294037065027,4.873067549880428,-4.234364950827842,2.772256259549099e-4,0.15593562312396797,0.46214739166773544
SYNE2,ENSG00000054654,0.6690765581120981,7.794164102164364,4.214831319424244,2.881245102522427e-4,0.15593562312396797,0.6735423366760127
FFAR1,ENSG00000126266,1.9695910956341776,1.198101435224191,4.181451691886131,2.916424132043505e-4,0.15593562312396797,0.4341347593717817
DPYSL2,ENSG00000092964,-1.1535806654061902,4.943913122226797,-4.200681710842251,3.016489482194587e-4,0.15593562312396797,0.41184467827195537
PRDX3,ENSG00000165672,-0.9432221147558126,4.734516213305567,-4.1865052673728815,3.0175688292454145e-4,0.15593562312396797,0.9324847489910848
GLIPR1,ENSG00000139278,-1.0057219444368501,6.364087483303674,-4.193192176321962,3.039792616891875e-4,0.15593562312396797,0.8018156482043226
TLR1,ENSG00000174125,-0.8158682490860651,4.580645610347921,-4.149278706351571,3.0865106031356605e-4,0.15593562312396797,0.46016605096830165
SIRT7,ENSG00000187531,0.46988880613694217,6.534172181498228,4.183843124267845,3.1576009385874944e-4,0.15593562312396797,0.43405431607907197
DDX49,ENSG00000105671,0.6664611177477924,5.450015812395514,3.8714170797407204,3.2656785976655596e-4,0.15593562312396797,0.1542983062535903
CYBRD1,ENSG00000071967,-0.9454616460306948,3.1791105686309495,-4.1670728434611215,3.3078088695202677e-4,0.15593562312396797,0.3547278316895186
RNFT1,ENSG00000189050,-0.603894938249406,3.5827669953654167,-4.143986192101297,3.5075943107455807e-4,0.15744740504301658,0.36739005975512296
AP1S2,ENSG00000182287,-1.0470048292538456,5.79320954936575,-4.127571783120363,3.52542654624632e-4,0.15744740504301658,0.3291443056668557
HPS3,ENSG00000163755,-0.8159947438784589,4.647474447196583,-4.092233857811067,3.8894500490643574e-4,0.16222695452429883,0.6557633834211316
ZNF212,ENSG00000170260,0.9774346867372247,4.0141968909777965,3.813951787265106,3.9049973602743387e-4,0.16222695452429883,0.009914049486358323
FAR2,ENSG00000064763,-1.31095154238407,1.8473257575599618,-4.106799875215303,4.006726267951196e-4,0.16222695452429883,0.3621581916128491
METTL5,ENSG00000138382,-0.5906243085589802,3.6573085679819957,-4.070675219247327,4.1009330574784424e-4,0.16222695452429883,0.3268103420642392
COL6A2,ENSG00000142173,0.9217730287569674,6.583411314063014,4.063560177136477,4.1873682065219275e-4,0.16222695452429883,0.06458487583019057
KDSR-DT,ENSG00000267390,-2.230872491197425,-0.4437260463482389,-4.045951928738975,4.205990218059719e-4,0.16222695452429883,0.11778822676162015
OSTF1,ENSG00000134996,-0.7018687910444943,6.372699506860537,-4.039601481042275,4.5402590907481374e-4,0.16585951632451706,0.09671716457250579
ENSG00000259319,ENSG00000259319,-2.6434125621648623,-0.6595585665001009,-4.002663348425444,4.550744579435723e-4,0.16585951632451706,0.4154117714946697
PARP4,ENSG00000102699,-0.7282610935311622,5.953534817219365,-3.7614427320154498,4.593363542073126e-4,0.16585951632451706,-0.11790697892666557
SCIMP,ENSG00000161929,-1.4114648998877617,4.7487089245373655,-4.002379285678667,4.91621665724454e-4,0.17381898518770228,0.08818553368276394
ST6GAL1,ENSG00000073849,-0.83321488797548,7.30466157996003,-3.702366979945513,5.507346029210552e-4,0.17618780143703763,-0.2756305147728364
KIF22,ENSG00000079616,0.5586501055064459,6.356916955538975,3.700840075291168,5.533144250770619e-4,0.17618780143703763,-0.28829705061716115
SPAST,ENSG00000021574,-0.6685824643269109,3.8721201706409816,-3.955299080503683,5.611424491301098e-4,0.17618780143703763,0.02276342725270286
GDI2,ENSG00000057608,-0.5855517218718351,7.123184981815794,-3.95128366398318,5.653792154254707e-4,0.17618780143703763,-0.1750664883200903
SPSB3,ENSG00000162032,0.4160361251611516,7.340242476056323,3.943192699442611,5.939361072055454e-4,0.17618780143703763,0.23064694836642996
PRCP,ENSG00000137509,-0.7116353142330424,5.464736778359004,-3.9322080329667584,5.943687718858672e-4,0.17618780143703763,-0.14578952285513047
SLC29A3,ENSG00000198246,-0.6720316264670123,2.929325400883759,-3.916230711982783,5.998958717009845e-4,0.17618780143703763,-0.2352626357775307
DARS2,ENSG00000117593,-0.9458060381996424,2.0432234884700295,-3.945910004107062,6.027319245025641e-4,0.17618780143703763,0.2873083731398669
XAB2,ENSG00000076924,0.7282477116205595,6.952226312731055,3.918854752332296,6.04732471234001e-4,0.17618780143703763,0.0750250483854984
ANKRD33B,ENSG00000164236,0.8823445374007229,3.1628740658718613,3.916977106092628,6.115541667436956e-4,0.17618780143703763,-0.2516124793191423
CAP1,ENSG00000131236,-0.5310909682438574,8.795350147810575,-3.6675563633939765,6.125201982667621e-4,0.17618780143703763,-0.3663085497914462
KCNE3,ENSG00000175538,-1.3487767208394161,3.4718166743529357,-3.9098467199710947,6.320174721254483e-4,0.1764833361559411,-0.17826356459146098
COMMD8,ENSG00000169019,-0.6151664086256692,3.5000821847087407,-3.8939833059597286,6.569823937982729e-4,0.1764833361559411,-0.05703520052231337
IRF2,ENSG00000168310,-1.0059127137259558,5.829811337168075,-3.889138205585325,6.602517439709767e-4,0.1764833361559411,-0.05671692877511969
RNF214,ENSG00000167257,-0.8006543772099058,4.391825848691036,-3.8653499191210607,6.632479643961449e-4,0.1764833361559411,-0.2459173159162411
ARL6IP5,ENSG00000144746,-0.6634793088349036,7.235121144531772,-3.6402719317923333,6.655431921501521e-4,0.1764833361559411,-0.4358083506626951
MPZL2,ENSG00000149573,-2.5642030932943998,-0.5569418317456633,-3.819784200031196,7.037688707333136e-4,0.1765128808901759,-0.31334811404731155
ADAMTS10,ENSG00000142303,0.9516779786011685,5.753456779865332,3.8581699981387962,7.107129981713683e-4,0.1765128808901759,-0.37231947435286106
CFAP410,ENSG00000160226,0.6570555758077335,6.32336573165991,3.857947330024514,7.120691272552198e-4,0.1765128808901759,-0.0884235669270872
BEND3,ENSG00000178409,1.2993171622677424,1.1184526956988703,3.851060255175227,7.168342536485159e-4,0.1765128808901759,-0.25539730712486985
DHX30,ENSG00000132153,0.5354666271536668,6.52720586020051,3.845903923457448,7.360830972569045e-4,0.1765128808901759,-0.20195989978432216
TLR5,ENSG00000187554,-1.8687158912177686,1.8390292371075538,-3.8119227851696817,7.441096061254702e-4,0.1765128808901759,-0.19027167113996502
DVL1,ENSG00000107404,0.5439276247105079,6.260712056760688,3.836725124985165,7.503471577241926e-4,0.1765128808901759,-0.3858606277666343
IBTK,ENSG00000005700,-0.6419599186698853,4.56909631676769,-3.8069169591854357,7.676300300878987e-4,0.1765128808901759,-0.15052784934912644
B3GALT9,ENSG00000214654,-1.5143496013788988,0.7338289983967115,-3.7890239389451557,7.718669138382262e-4,0.1765128808901759,-0.35381307235819115
CCDC12,ENSG00000160799,0.6787842880486921,6.285261309237235,3.7958768396391647,7.99320520939543e-4,0.1765128808901759,-0.1012551307273899
MARCHF1,ENSG00000145416,-1.106829905211394,4.439813962085259,-3.799836390932098,8.011840963930058e-4,0.1765128808901759,-0.3872712202442745
LINC02432,ENSG00000248810,-1.9203971086288867,1.3972143588602328,-3.8109762258639783,8.032971057951624e-4,0.1765128808901759,-0.44419486947124653
SKIC8,ENSG00000140395,-0.48971773736585633,4.482221027240128,-3.808736288456262,8.054212331588824e-4,0.1765128808901759,-0.44443665464662097
HIP1R,ENSG00000130787,0.9741141033938645,6.837854196430533,3.8116027846644025,8.112665552668505e-4,0.1765128808901759,-0.3204152961357831
PAF1,ENSG00000006712,0.6920247568313532,5.872971623038239,3.7992219901410946,8.502883182992165e-4,0.17776791871807487,-0.45537632788901927
G6PC3,ENSG00000141349,-0.569430215582931,4.432110331508647,-3.7770842049115125,8.626731811520616e-4,0.17776791871807487,-0.29610545235311037
NNT,ENSG00000112992,-0.8980194138567581,5.254349830276449,-3.7805931282229435,8.647383533767393e-4,0.17776791871807487,-0.20558001128672299
TPP2,ENSG00000134900,0.6341742128785269,5.968514840158595,3.791460917423494,8.785910503138776e-4,0.17776791871807487,-0.3940538484164753
P2RY13,ENSG00000181631,-2.263534068757106,3.0984165216540047,-3.7564605296708264,8.871400535331969e-4,0.17776791871807487,-0.3805436996182978
FH,ENSG00000091483,-0.7082505214234955,4.336833101102698,-3.534538931620732,9.156347171426022e-4,0.17776791871807487,-0.7097174966726056
ACAA2,ENSG00000167315,-0.5096161777954082,5.320919186935425,-3.760114293201535,9.172216937301607e-4,0.17776791871807487,-0.4881597963423907
RAB3D,ENSG00000105514,-1.295849413350092,4.4808756567409285,-3.7569745210068413,9.310196728779235e-4,0.17776791871807487,-0.5632679819951676
GALK2,ENSG00000156958,-0.9256946044416485,3.090445310009603,-3.701745520886547,9.458637967378253e-4,0.17776791871807487,-0.5050692106701513
SNAPC3,ENSG00000164975,-0.6949038537367512,3.100804244360035,-3.519203936059352,9.586439088302851e-4,0.17776791871807487,-0.736447690929273
SHMT1,ENSG00000284320,4.249072306870502,0.14342731655065583,3.709407689248543,9.599692737480558e-4,0.17776791871807487,-0.7720464976088088
N4BP3,ENSG00000145911,2.3427461791599637,3.4207428290564263,3.718008780499215,9.620479730581546e-4,0.17776791871807487,-0.6898591308900714
CYP4F22,ENSG00000171954,-0.9406866233179338,2.440155583277351,-3.708082118898323,0.0010055381522333432,0.17776791871807487,-0.6287061117275137
CAT,ENSG00000121691,-0.7945690059116118,5.797339103624191,-3.7060224197349263,0.001013527711531741,0.17776791871807487,-0.34052628864283285
OGFRL1,ENSG00000119900,-0.6985750140247173,5.734888351014578,-3.7193339956358553,0.0010212638632997,0.17776791871807487,-0.6643524181093658
FCER1A,ENSG00000179639,-1.2604861476064368,4.521553091419902,-3.7079466618014956,0.001032548403664905,0.17776791871807487,-0.7184986319780631
DCK,ENSG00000156136,-0.7269059796874361,5.417293503176785,-3.7195854992251767,0.0010349775311028126,0.17776791871807487,-0.5197793322101827
SNX10,ENSG00000086300,-0.7867236424234743,4.392985873857347,-3.689173258757475,0.0010843970684800833,0.17776791871807487,-0.6985638521251412
RHOB,ENSG00000143878,-1.323644314259328,7.069965903482763,-3.70140566698244,0.001085660238902119,0.17776791871807487,-0.672879589374209
ZBTB3,ENSG00000185670,-1.3051677187353674,2.2400493878702084,-3.475058020786965,0.0010934916613214404,0.17776791871807487,-0.8505974060154786
AIDA,ENSG00000186063,-0.5682190506383447,5.589945604367908,-3.469617792342019,0.0011113103517941824,0.17776791871807487,-0.8682671862200522
PTPRC,ENSG00000081237,-0.3719170043265812,9.663115313033266,-3.682896275290757,0.0011197463670386315,0.17776791871807487,-0.6921980717208216
LOC122513141,ENSG00000284976,3.280555530152016,3.2066533103736385,3.4627830544486646,0.0011340891211014227,0.17776791871807487,-1.1814976719108223
RRAD,ENSG00000166592,3.4824596496909863,-0.22923919176100352,3.6324626412099397,0.0011508169381627541,0.17776791871807487,-1.1632023202857908
ZBTB17,ENSG00000116809,0.9289374854674249,5.768331583342717,3.6609175214318372,0.0011541176741331125,0.17776791871807487,-0.5051763499684361
PYGL,ENSG00000100504,-1.267135639027055,4.7721211920782025,-3.661898685831302,0.0011577082124819436,0.17776791871807487,-0.8124394357652109
CPPED1,ENSG00000103381,-1.0222130683814676,5.670381969441567,-3.663676649240821,0.0011630784053545036,0.17776791871807487,-0.709884000757639
NUDCD1,ENSG00000120526,-1.1035100060200485,2.6085043534757393,-3.657114289175432,0.0011641855868702168,0.17776791871807487,-0.47310396270964095
TMEM259,ENSG00000182087,0.4581772448030888,9.202241501819367,3.45374037850934,0.0011649111093363891,0.17776791871807487,-0.909128946184663
TLR8,ENSG00000101916,-1.381527722664852,3.9342279578872152,-3.648263068332166,0.0011743090557143835,0.17776791871807487,-0.7362791922163057
SDHD,ENSG00000204370,-0.5919445310022873,5.243259351977193,-3.6600367528391975,0.001185744389627175,0.17776791871807487,-0.5105853599246721
ARL5A,ENSG00000162980,-0.6119927724848039,4.921632309243676,-3.6558384397918826,0.00118603724344446,0.17776791871807487,-0.7612858542698557
TMX1,ENSG00000139921,-0.5708247508335955,4.51357272971774,-3.442550951374563,0.0012041559622985236,0.17776791871807487,-0.9338019477582851
UNC45B,ENSG00000141161,-1.2094826247134431,-0.08766755583075256,-3.6613560649737757,0.0012080115574780146,0.17776791871807487,-0.8008481664059959
FLYWCH1,ENSG00000059122,0.6080309271334985,6.451079310550127,3.6499568346014746,0.0012080534449572255,0.17776791871807487,-0.8572631945568032
C1orf162,ENSG00000143110,-0.9511100363430935,6.148033683382171,-3.652403584165249,0.001215403338614854,0.17776791871807487,-0.7805235417341541
ENSG00000289440,ENSG00000289440,-1.7275714439247747,-0.21780395755411086,-3.4377571729280687,0.001221351811357682,0.17776791871807487,-0.9425161008897014
CD53,ENSG00000143119,-0.6158945702982135,8.313524904832562,-3.6451943445266757,0.001229994491039591,0.17776791871807487,-0.7132517915354448
FLI1,ENSG00000151702,-0.6985827921915717,6.9993027383612105,-3.433429457772259,0.00123707648432701,0.17776791871807487,-0.9574204998982259
TGIF2,ENSG00000118707,0.8099441576889481,4.853057808187519,3.4299008455596005,0.0012500401151605831,0.17776791871807487,-0.9738532680639391
LAMA5,ENSG00000130702,1.5020838263966192,3.368517135538862,3.630268842692753,0.0012616577995279827,0.17776791871807487,-0.8928967462352393
PAPSS1,ENSG00000138801,-0.550001398567348,4.758145499489965,-3.6233474103401164,0.0012689503599468016,0.17776791871807487,-0.7961188438280322
LYZ,ENSG00000090382,-1.345420391701977,10.302730559838842,-3.6256813765895837,0.001288948055812411,0.17776791871807487,-0.8456075562831948
EPHB1,ENSG00000154928,-1.7477706410017555,-0.449094707170996,-3.6366534435967846,0.001290607533510634,0.17776791871807487,-0.8237933996208469
GASK1B,ENSG00000164125,-1.7499877313819898,3.73027236514283,-3.6213841901717516,0.0013059982148296437,0.17776791871807487,-0.7962419278439272
AKAP17A,ENSG00000197976,0.5381965930030446,7.830107326452836,3.639833423914871,0.001313034402322877,0.17776791871807487,-0.7028558100323794
CLC,ENSG00000105205,-1.4671374619670696,4.530535190326952,-3.6166356994267352,0.0013133095899784928,0.17776791871807487,-0.9007984012709978
CCR2,ENSG00000121807,-1.9091895488646282,4.061475925413822,-3.609001119046887,0.0013198254527415846,0.17776791871807487,-0.8171508290829852
ENSG00000290948,ENSG00000290948,0.7324780855847416,4.011345778212405,3.6001356335864045,0.0013528739695220615,0.18073418385958984,-0.965192053547014
ATAD3B,ENSG00000160072,0.5708072569349835,6.098734180355006,3.613123862582962,0.001363147459432414,0.18073418385958984,-0.851495932839252
PDCD10,ENSG00000114209,-0.48056463894056195,4.402192430870284,-3.3953837933362028,0.001383857960267924,0.1820577786333871,-1.0506129126025616
ENSG00000280287,ENSG00000280287,1.0984692566737548,1.752684483382642,3.5595199989719597,0.0014035059576005234,0.1832223046649114,-0.7413617369220216
LOC728488,ENSG00000250138,-1.7450295208925286,2.709679986692461,-3.5912790771451153,0.0014159349511685948,0.18326128780722753,-0.9860203346764278
SLC37A2,ENSG00000134955,-1.2519112692993135,4.333007145397836,-3.571709285647922,0.0014335565791593961,0.18326128780722753,-0.9241444685456139
ENSG00000285942,ENSG00000285942,2.149251928408506,-1.0752047840255694,3.5689171934621444,0.0014362000635414094,0.18326128780722753,-1.0634265042159674
SART3,ENSG00000075856,0.5336208188481898,5.80022000911077,3.579803116087756,0.0014582978467011002,0.1834097465933205,-0.9395108613236616
RTN3,ENSG00000133318,-0.7675319727885306,6.350038467757387,-3.5766511566558177,0.0014589780089622453,0.1834097465933205,-0.9746119470494525
ATG101,ENSG00000123395,0.5777152004904361,4.791024830869419,3.3681671566646023,0.0014988669169970637,0.18703875329674388,-1.1221143990070965
TRIM69,ENSG00000278211,-1.0442083912376225,3.738879679903157,-3.5238377356956048,0.0015241799859845708,0.18792524427134585,-0.8936660317071832
ARHGEF3,ENSG00000163947,-0.6186961288190279,6.85298159626466,-3.3574357665552053,0.0015466643815244048,0.18792524427134585,-1.1454397397944005
ENSG00000168405,ENSG00000168405,-4.6322221019402825,-3.103797897882921,-3.4625583149303267,0.0015555649337698704,0.18792524427134585,-1.1603834956875732
HFE,ENSG00000010704,-1.5129701722665871,2.248457084137753,-3.549188751835741,0.0015608446795647253,0.18792524427134585,-0.955657327648078
ANP32A,ENSG00000140350,-0.4082911087897028,6.842354283944397,-3.5521554760308387,0.0015613375430003986,0.18792524427134585,-1.0365910593914887
RNF135,ENSG00000181481,-0.8318922884064034,4.415634172573716,-3.5449128122796227,0.0015896541000266907,0.18961385971612074,-1.0648142633376398
ZSWIM7,ENSG00000214941,-0.5485802264655403,4.07290661041152,-3.522898613524386,0.0015977126827768113,0.18961385971612074,-0.9824605814632825
ARL11,ENSG00000152213,-1.5202405471150904,2.5473604338914497,-3.5388153172911117,0.00163294531847518,0.18963491514779007,-0.9987956852206761
VPS26C,ENSG00000157538,-0.463333943896516,5.640371560258389,-3.3354669568766395,0.0016490646987251606,0.18963491514779007,-1.1988432465393553
LMO2,ENSG00000135363,-1.1331066982308915,5.136598118388587,-3.5220004006812995,0.0016647966513499847,0.18963491514779007,-1.0765528350017206
GLRX,ENSG00000173221,-0.8961451980944769,5.382869711323103,-3.524814536336047,0.0016774220589276245,0.18963491514779007,-0.9406516173725414
TSPOAP1,ENSG00000005379,0.6486613677947688,6.583201516834175,3.520300929520176,0.0016935367273391091,0.18963491514779007,-1.123369657353983
SYNGR3,ENSG00000127561,1.8326691040511718,1.732195923776136,3.496298699404994,0.001720224818672887,0.18963491514779007,-1.1261369035235012
NAGA,ENSG00000198951,-0.7842068250333645,5.866289301314769,-3.5087016400128705,0.0017264592841691473,0.18963491514779007,-1.082584903583495
DPH1,ENSG00000108963,0.5233061965330773,5.643256183971145,3.5022756747255332,0.0017434620561813713,0.18963491514779007,-1.157114728900682
UBL7,ENSG00000138629,-0.539464156261472,5.1763076271210995,-3.5001673713517407,0.0017438333139196695,0.18963491514779007,-1.0734699038370445
HAUS8,ENSG00000131351,0.9771880100371704,3.3154034166304025,3.31216711621029,0.001764682774966214,0.18963491514779007,-1.2602756653634488
MFSD14B,ENSG00000148110,-0.6214819944509015,5.0969583457316645,-3.502202282888874,0.0017651128914920144,0.18963491514779007,-1.1320872060286051
TRAV4,ENSG00000211778,-1.3737183094430327,0.6722404401455234,-3.4888701480707667,0.0017806830621896728,0.18963491514779007,-1.1375395931942327
USP42,ENSG00000106346,0.7493760603924311,4.726943873901155,3.306056100247781,0.0017962555165183898,0.18963491514779007,-1.27232903799002
LPXN,ENSG00000110031,-0.6393938248990604,6.0708127121283955,-3.495505827353252,0.0017971133127093366,0.18963491514779007,-0.8065866120563028
CSF2RB,ENSG00000100368,-0.7549309966751722,6.278420485006083,-3.486567286374135,0.0018172969041272144,0.18963491514779007,-1.1928389574749936
LXN,ENSG00000079257,-1.3372761049775845,1.0911345197215014,-3.2988038379450484,0.0018344192484940867,0.18963491514779007,-1.2884961762680698
PNN,ENSG00000100941,0.4489507980974632,6.726512034887959,3.486528851353232,0.0018483614769350442,0.18963491514779007,-0.985877831470316
PTGER2,ENSG00000125384,-1.0576792520315217,5.862061547699125,-3.4679242507291472,0.0018793972816787809,0.18963491514779007,-0.9173455736449743
DTX3,ENSG00000178498,0.44816199679986213,5.220392232736252,3.4755159851873727,0.0018850956453316952,0.18963491514779007,-1.1980788406282494
MBOAT7,ENSG00000125505,-0.8557499707642828,5.24812302219436,-3.4633234727768465,0.0019237577602697128,0.18963491514779007,-1.250835389481014
TRMT1,ENSG00000104907,0.47545354335242745,6.452305039527766,3.281353985957904,0.0019294181970979287,0.18963491514779007,-1.33113491496852
PSME4,ENSG00000068878,0.6535493700504793,5.653786428036498,3.4543965330335222,0.0019363785663274746,0.18963491514779007,-1.110310281057501
ME2,ENSG00000082212,-0.46347613206585997,5.093497660014959,-3.466564755893216,0.0019448946404196769,0.18963491514779007,-1.1792944221383062
FZD1,ENSG00000157240,-1.0288878009049782,3.336658272285514,-3.451940570531131,0.0019519500119801908,0.18963491514779007,-1.2046976500689315
MSL3B,ENSG00000293137,-1.5613910152757282,-0.5748686652845099,-3.4392005213333263,0.001988341856709993,0.18963491514779007,-1.2322419925907697
SNX27,ENSG00000143376,-0.7333300102080149,4.853686290298729,-3.456353275763174,0.0019938117742191405,0.18963491514779007,-1.140780294180062
TXNDC12,ENSG00000117862,-0.49312258183135077,5.536971416957877,-3.449823223319515,0.0019949697238543155,0.18963491514779007,-1.2073558930066568
TMEM71,ENSG00000165071,-0.4655195325454208,5.1469923226459775,-3.4411465566368085,0.002033594810185111,0.18963491514779007,-1.266265708044422
GOLGA5,ENSG00000066455,-0.6000035796339245,4.266205369190432,-3.4415517771927213,0.002034739932449805,0.18963491514779007,-1.2038479303905332
SKAP2,ENSG00000005020,-0.8605287406358986,5.1349343045312015,-3.445145869861637,0.0020469145081240072,0.18963491514779007,-1.2489591012529075
SCOC,ENSG00000153130,-0.526969221232328,3.313079690208058,-3.259110478712134,0.0020572770004872263,0.18963491514779007,-1.384807544577897
SMPD4BP,ENSG00000293311,0.6878292890603295,5.43285075522168,3.4494783944122287,0.002062716729869863,0.18963491514779007,-0.9599662008964538
EIF3J-DT,ENSG00000179523,-0.8313534013835644,2.9425296857897894,-3.404294725713455,0.0020632389296837855,0.18963491514779007,-1.1573821415144865
EEF1AKMT4,ENSG00000284753,-1.4050203681674327,0.8921123667428019,-3.41575278009019,0.0020969645181627894,0.18963491514779007,-1.086715543463022
SIGLEC5,ENSG00000268500,-1.0148553426663234,3.269245652140698,-3.4221860214914925,0.0021103145417718373,0.18963491514779007,-1.3378222881232205
MTARC1,ENSG00000186205,-1.988021641889535,2.3735874919422377,-3.4300507371533318,0.0021111491220478663,0.18963491514779007,-1.1914577880581518
TRAV38-2DV8,ENSG00000211817,-1.5249253716245932,0.697072917078252,-3.407994571077898,0.0021392727473847893,0.18963491514779007,-1.1911140497461403
NFKB2,ENSG00000077150,1.5099532015355661,7.2594416151884005,3.243683803459734,0.002150614993944769,0.18963491514779007,-1.4223618600135142
PHF1,ENSG00000225553,0.5614366850044074,6.978248530869051,3.42517459032251,0.0021507649259827778,0.18963491514779007,-1.3252975627099461
PADI2,ENSG00000117115,-1.1101446060289708,3.2255158299542304,-3.414864140880542,0.0021552050199021306,0.18963491514779007,-1.3456986597338165
CLEC4A,ENSG00000111729,-0.9869017244684954,3.6355031133242193,-3.4110219071435512,0.0021660140045174536,0.18963491514779007,-1.3182543315093014
TBC1D8B,ENSG00000133138,-2.3571208781190665,-1.3249747248346637,-3.384693922880343,0.0021673563455362568,0.18963491514779007,-1.337869089422247
P4HA1,ENSG00000122884,-0.6051451510799284,3.7759064327598435,-3.418191215214986,0.0021745669394664323,0.18963491514779007,-1.2613204904881075
TRAV12-1,ENSG00000211785,-0.9367860507937655,1.782314942605829,-3.3893988183778427,0.0021988458711898248,0.18963491514779007,-1.3528887386090238
GIHCG,ENSG00000257698,-1.830615135974906,0.2438017678688582,-3.404835316995327,0.0022165595913677364,0.18963491514779007,-1.239980810504373
PGAM1,ENSG00000171314,-0.45917343138751,7.509267859218208,-3.4068742392034137,0.002228879612570191,0.18963491514779007,-1.2678621785177562
TRAF4,ENSG00000076604,1.5149883866427254,5.139625233277781,3.391595539033592,0.0022424210886779323,0.18963491514779007,-1.2683434655469785
CYP1B1,ENSG00000138061,-1.8685173796693766,3.066939101107465,-3.412302191185785,0.0022477361221127723,0.18963491514779007,-1.2797311501151576
SKA2,ENSG00000182628,-0.9025715843478641,3.1697699980477925,-3.2277201411430796,0.002251408542638789,0.18963491514779007,-1.4599947242826197
ILF3,ENSG00000129351,0.5078544270462207,8.50435448177697,3.401069227792859,0.0022556540613354256,0.18963491514779007,-1.2550554170983403
SREK1,ENSG00000153914,0.852264687728515,5.600424438712242,3.3916724655490875,0.0022676329003546644,0.18963491514779007,-1.136088269122462
RPS27L,ENSG00000185088,-0.46567364465571826,4.778772675112975,-3.40137711619393,0.0022685473910068043,0.18963491514779007,-1.3580647398629333
