symbol,gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000279140,ENSG00000279140,2.2259024803287204,-0.8920610096460959,4.059618042441575,4.319245326924509e-4,0.9998622942942736,-4.1496676588595065
ENSG00000269983,ENSG00000269983,4.475054890288048,-1.5293927869318427,3.9336814965839695,7.268572829264552e-4,0.9998622942942736,-4.128190280647342
RAB36,ENSG00000100228,-1.4623071979259634,0.538529344948733,-3.693248998404119,0.0010777051380164424,0.9998622942942736,-4.103609295372688
ZNF555,ENSG00000186300,-1.514912023177898,1.6684551413902808,-3.5762551813932473,0.0014442436237084239,0.9998622942942736,-4.084182240423468
REPS2,ENSG00000169891,1.8762526837762612,1.808390675417127,3.3305612915711045,0.0016727931761204387,0.9998622942942736,-4.10625195395227
SYNE2,ENSG00000054654,0.5016306571873471,7.791915874136777,3.44690899519397,0.002014216684686496,0.9998622942942736,-4.153894580267213
GALK2,ENSG00000156958,-0.874298649152128,3.0406779658864997,-3.4630624269634667,0.0020194011505981994,0.9998622942942736,-4.0958329712862955
ENSG00000168405,ENSG00000168405,-5.020216359777932,-2.816617254238812,-3.3637508161585226,0.002107777921696399,0.9998622942942736,-4.261460942607663
BAHCC1,ENSG00000291421,6.85255928755403,-1.3593029550359217,3.44885739763003,0.002141294940336773,0.9998622942942736,-4.36138577669211
MTCO1P12,ENSG00000237973,0.634455330342163,5.097015481881365,3.4174431654374566,0.0021731105615288068,0.9998622942942736,-4.103543450986441
FCMR,ENSG00000162894,-0.5660653600115806,8.312365337943307,-3.4046583651382294,0.0022421756224784983,0.9998622942942736,-4.15813290035456
SIGLEC6,ENSG00000105492,-1.5400077755111647,0.6832112609321062,-3.3885430031796604,0.002476390980132025,0.9998622942942736,-4.104241130365853
RPP40,ENSG00000124787,-1.2698482960422128,0.3713402190852771,-3.3286904064028175,0.0027838539137338887,0.9998622942942736,-4.079268480605614
GIPR,ENSG00000010310,0.8285899642567417,3.17549502536767,3.294496532585118,0.002882798674422172,0.9998622942942736,-4.188871782857986
ENSG00000269378,ENSG00000269378,-6.024366703293723,-2.4155509583680823,-3.2137327869749193,0.003586517957969491,0.9998622942942736,-4.334507422751952
ENSG00000281348,ENSG00000281348,-3.020569935721747,0.7136018779422498,-3.123722599857403,0.004449003229851369,0.9998622942942736,-4.435147485116328
PDCD2L,ENSG00000126249,-0.7636363508322886,2.3320633114363996,-3.104232156415814,0.004538440589693306,0.9998622942942736,-4.246244272627503
ENSG00000286834,ENSG00000286834,1.312135820174629,1.626462877463287,3.176639636581733,0.004671495565364339,0.9998622942942736,-4.081579351121839
CATSPER2,ENSG00000166762,-1.201905395791727,1.5801953253887815,-3.019286108681853,0.005587015214589782,0.9998622942942736,-4.3025609103041065
RPL21P11,ENSG00000242571,2.3232385467471133,-0.834958991721569,3.019572046405415,0.005612556128255961,0.9998622942942736,-4.323134101655531
MTND2P28,ENSG00000225630,0.5377270584139688,6.3933830736718225,2.9949168203362597,0.006106962192360005,0.9998622942942736,-4.246690781315987
DENND11,ENSG00000262599,2.997693893563315,5.496040639464014,2.862818232497578,0.006206519653698246,0.9998622942942736,-4.383773949808565
VIPR1,ENSG00000114812,-0.6548574729571395,5.29240948622148,-2.981020539900105,0.006302219362684563,0.9998622942942736,-4.26887916564367
ENSG00000278058,ENSG00000278058,1.8347044298318804,-0.3183950837374167,3.011233533528876,0.006359094827542797,0.9998622942942736,-4.1401179248670354
ARMC3,ENSG00000165309,2.4994486092572497,-1.5602232199484767,2.973177078974137,0.006391328238973121,0.9998622942942736,-4.2178497843002685
IGHV3-74,ENSG00000224650,-4.116465568162094,-3.456471939018359,-2.943703699164901,0.0065401208632718845,0.9998622942942736,-4.26085297865347
ZBTB6,ENSG00000186130,-0.8622456682871028,2.8328989262565982,-2.941140425047235,0.0068024061308655515,0.9998622942942736,-4.284633093308322
BAG6,ENSG00000228760,-6.6273545389086594,-2.6244919322643305,-2.8892069054322165,0.0068202847191262015,0.9998622942942736,-4.416920698469214
ENSG00000254275,ENSG00000254275,-1.7912882956520761,-0.775553685090798,-2.934513544166615,0.007058086874441405,0.9998622942942736,-4.222940599976995
RSRC1,ENSG00000174891,-0.4170809358663228,3.5396586389461673,-2.9391943385426207,0.0070627562959400874,0.9998622942942736,-4.252059496740279
PSPH,ENSG00000146733,-1.183284272247286,0.8491626452464468,-2.9474852233518685,0.007091547252436832,0.9998622942942736,-4.201602263694819
RPL7AP64,ENSG00000213876,3.5912848918184834,-2.0168312062196376,2.8865537916430783,0.0072133974463275755,0.9998622942942736,-4.217344254151935
CDKAL1,ENSG00000145996,-0.5478103799606917,3.5545243328769347,-2.9130723938760417,0.0073226573072868225,0.9998622942942736,-4.260497333274174
WDR81,ENSG00000276021,0.5052936911527095,3.44785628715423,2.915302638400717,0.007394713075681274,0.9998622942942736,-4.201881694218992
TYW1,ENSG00000198874,-0.47586089942714077,4.242776767109286,-2.9014933925194892,0.007504082250898248,0.9998622942942736,-4.2507067099221905
