symbol,gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
LOC124904135,ENSG00000275616,5.8124768322151406,-2.081940649840838,11.576561088728832,2.5411788403054272e-5,0.42508839640629187,-0.40928593299008487
GAS8,ENSG00000141013,2.3518596706662134,2.433640963638689,9.621388969564713,1.0718935357030245e-4,0.8047982921397148,0.5177623898551023
POLR1HASP,ENSG00000236598,4.598285173795676,-3.1237368091033244,7.401385278846825,3.262669505391226e-4,0.8047982921397148,-0.5196537305921227
PGM5P2,ENSG00000290923,-1.8726473298906396,-0.11358096941408188,-10.34837792380246,3.3637918714802005e-4,0.8047982921397148,1.3014563563410064
C2,ENSG00000235017,-5.107313759979101,-2.370161728076568,-7.273579986258657,3.56089939488002e-4,0.8047982921397148,-1.6290389137118644
ENSG00000267426,ENSG00000267426,4.985777805788172,0.1543894445106104,5.187129797551328,4.0875578298690287e-4,0.8047982921397148,-0.4971772725586243
NID2,ENSG00000087303,4.264545509517284,-2.132097125378053,7.088808373734204,4.4148404561291564e-4,0.8047982921397148,-1.2454950162641722
CPA5,ENSG00000158525,-4.1368746010430195,-0.662043701660401,-6.9574290192907755,4.48910693720668e-4,0.8047982921397148,-0.8101248496809976
HAVCR1,ENSG00000113249,2.4089648971250583,0.2564743364795567,7.683194570034881,4.961872124630655e-4,0.8047982921397148,0.14680159019355266
ENSG00000286905,ENSG00000286905,-3.2292992863794088,-0.44984395401339095,-6.216243804046123,6.704721893049836e-4,0.8047982921397148,-1.0182975562564005
CACNA1F,ENSG00000102001,-1.9634986721690573,1.3698465321173432,-7.271733246682027,6.721947385988882e-4,0.8047982921397148,-0.13382742689825822
STAG3,ENSG00000066923,-1.7301565097181781,1.6525638697922007,-6.722197229614918,6.774345819271616e-4,0.8047982921397148,-0.3972903492996531
IGHA2,ENSG00000211890,-1.188223166205361,6.365547878961042,-9.14191987031425,7.873921703032894e-4,0.8047982921397148,1.6110880636287668
S1PR3,ENSG00000213694,1.644084990149885,1.2251758534576804,6.21597096987481,8.006295225406623e-4,0.8047982921397148,-0.7005988037505269
FPR3,ENSG00000187474,1.7322446818005257,-0.2539509612814009,7.188849200942885,8.018253604206324e-4,0.8047982921397148,0.3667534284427889
PBX2,ENSG00000232005,2.2246055465186676,3.010068161893394,6.218041723972382,8.030760820867261e-4,0.8047982921397148,-0.6529819243138926
ENSG00000282474,ENSG00000282474,-3.2377530177284237,-0.9559960469653662,-6.046805283825633,9.209146401915586e-4,0.8047982921397148,-1.0397409970537224
SLC4A11,ENSG00000088836,-1.8689527558444115,-0.29237781764543597,-8.071376729283948,9.374121918869817e-4,0.8047982921397148,0.5563807276477233
ZNF22-AS1,ENSG00000165511,1.6874946016967005,-0.4268280006534807,6.618457163384187,9.719835322934931e-4,0.8047982921397148,-0.03584071983926851
WDR12,ENSG00000138442,-2.069462584394884,3.4698020185399785,-7.2757478539336216,0.0010100568815724037,0.8047982921397148,2.0432460586580925
ENSG00000260805,ENSG00000260805,1.4011225215073406,0.6447560037224748,8.136922029405707,0.0010103278416388097,0.8047982921397148,0.7527919982573534
SH3RF2,ENSG00000156463,-2.2555940638511474,-0.7659046264408281,-7.165804635226843,0.0011766255521943232,0.8162841672174791,-0.030075251808765024
SLC41A2,ENSG00000136052,3.11854654083652,-0.3571407636179994,5.769018183912928,0.001179161970185374,0.8162841672174791,-1.0207133641403017
APOLD1,ENSG00000178878,-1.9294687896684628,0.9490248780484959,-5.9276163639774335,0.0013078066774765116,0.8162841672174791,-0.5183195226631341
TPSB2,ENSG00000197253,1.4123060975840387,0.3416515963073236,7.258831428053931,0.00132357610452338,0.8162841672174791,0.19060159177651848
ENSG00000257275,ENSG00000257275,-1.7776616520163941,2.681006654526421,-5.638305439182447,0.001325779136345272,0.8162841672174791,-1.2787283894295474
GCSH,ENSG00000140905,-1.4281584434066952,1.0994351004926828,-6.05270648888453,0.0013312229981683455,0.8162841672174791,-0.6909893118948949
OLFML2B,ENSG00000162745,-1.7655782623135465,-0.5708531519397655,-6.325854733770705,0.0013663293090679946,0.8162841672174791,-0.30933967590835465
TXLNB,ENSG00000164440,-2.5008524337963967,0.33102875759004985,-6.734124178510928,0.0014641867357030732,0.8304872394047422,-0.17149838731808575
ENSG00000309281,ENSG00000309281,1.8072249119862749,-0.5402059619057954,5.778900017154458,0.0015296835023908867,0.8304872394047422,-0.8457554425311322
STXBP5-AS1,ENSG00000233452,1.8079829551959092,0.2916126435459432,7.326590322975653,0.0015583260144861422,0.8304872394047422,0.4308105123324264
TRBV14,ENSG00000275743,-1.8635542491637662,0.1910475236325624,-6.051090884486143,0.0015886891236819554,0.8304872394047422,-0.6606592888721048
NHSL3,ENSG00000162522,1.28004634552195,1.3456534635515474,5.339917404488367,0.0016774136416294614,0.8328974849617473,-1.0647295777540897
LOC613266,ENSG00000286546,-5.087065766619171,-1.4554422067439088,-5.453621687344797,0.0016928810669954214,0.8328974849617473,-1.434248756433714
LILRB2,ENSG00000274513,9.219290263515756,-1.0976808929803108,5.365613047619361,0.001754525412565044,0.8385628886110873,-2.4869853083899347
SLC22A4,ENSG00000197208,2.065275962419107,0.3569929047734282,5.829161825096457,0.0019273394067105159,0.8597557147832159,-0.575385112903092
RALY-AS1,ENSG00000285230,-2.4239949679817174,0.8569406079854388,-6.018519974961809,0.001997751827148702,0.8597557147832159,-0.5475784535679162
CENPM,ENSG00000100162,-1.463876558515865,1.1370925468761484,-6.319295042988846,0.0020442009456292424,0.8597557147832159,-0.32934742788914306
SMG7-AS1,ENSG00000232860,6.693528727580186,-1.5783326799017885,5.080186947344175,0.0021229011043040814,0.8597557147832159,-1.7231166102401119
TRAV19,ENSG00000211799,-1.3112123235903734,2.1813665287969117,-6.166923876529644,0.0022116718683648814,0.8597557147832159,-0.46200147819368453
ENSG00000273445,ENSG00000273445,-1.8630237320267926,1.2447580288358127,-5.781123751272265,0.0022145012673088493,0.8597557147832159,-0.5797949809348006
PRKAR2A-AS1,ENSG00000224424,-1.8049244773629525,0.5108572655185727,-5.354001480294346,0.0023571937722565825,0.8597557147832159,-1.050244877298522
ENSG00000234354,ENSG00000234354,-3.0589065956088897,-0.7882217517173447,-5.264913654646198,0.0023722026623905473,0.8597557147832159,-1.8950376713778296
FN1,ENSG00000115414,4.375973370452106,-1.313479743074236,5.005218670986246,0.0024049847689041485,0.8597557147832159,-1.9035037606525886
LDLRAD3,ENSG00000179241,1.6025893128137334,1.2596536786301809,5.2515422341447024,0.0024062918128203675,0.8597557147832159,-1.0862942694678166
ENSG00000257221,ENSG00000257221,-1.6565916379661982,2.261721883712825,-5.8688730870124894,0.0024136525538627726,0.8597557147832159,0.8215079187087442
PPP1R9A,ENSG00000158528,3.4112082973565947,0.13420899058090463,5.005541180768244,0.002428246461175005,0.8597557147832159,-1.5513622101915918
PIWIL4,ENSG00000134627,1.700224936216496,1.6656607267468384,5.042902583394708,0.002467017832950404,0.8597557147832159,-1.2043669996411843
ENSG00000307784,ENSG00000307784,-2.6845374997662987,-0.5496470253469633,-3.984372042231717,0.0025823531039990437,0.879434747587357,-1.5902923206290898
CDK1,ENSG00000170312,2.662934231892179,-0.06325267986953467,6.344673707066361,0.0026798579020001862,0.879434747587357,-0.024480675121326456
ENSG00000250850,ENSG00000250850,-2.7640845152656954,0.19296976978329242,-6.7143199969198895,0.002681203498741942,0.879434747587357,0.8862224885480954
LINC01252,ENSG00000247157,1.961958862331607,0.2607579255942928,4.8525295557540975,0.002888775485437519,0.8797703440751881,-1.7696457584443301
LRRC8C-DT,ENSG00000231999,-1.213454321518335,2.3392039502826596,-5.338045420358205,0.0029089476968426667,0.8797703440751881,-1.0618848317419216
LOXL2,ENSG00000134013,2.074617226395343,1.5605097779412456,4.737221633999723,0.0029297571446869233,0.8797703440751881,-1.805857836838468
ENSG00000279227,ENSG00000279227,4.092246525532695,-0.020629439607538918,4.680628208125458,0.0029415692023906843,0.8797703440751881,-2.2864212368459986
FGFR4,ENSG00000160867,4.866654924398712,-0.6771986050078836,4.808525735791521,0.0029695484627199013,0.8797703440751881,-1.4110098876935737
MSR1,ENSG00000038945,1.1192531945766975,1.0126717141357326,4.911302905277694,0.003039477727488257,0.8797703440751881,-1.383309657582763
BHLHE41,ENSG00000123095,-2.0443266663962647,0.7347682594926546,-5.282647068251411,0.0030826699633524877,0.8797703440751881,-1.0191006851744353
BMP1,ENSG00000168487,1.1250126268822411,3.226558196632796,5.40565598821631,0.003102968095434965,0.8797703440751881,-0.9900295826839569
LOC729732,ENSG00000283674,2.9098150085544274,-0.26606786467407445,4.751651940176416,0.003159458285356418,0.8808569699573694,-1.830130807012623
FAM72A,ENSG00000196550,1.5671662727366025,-0.20153453245517905,4.963925901124803,0.003259946504126631,0.8817200136011406,-1.2585134683274726
ENSG00000305205,ENSG00000305205,1.4279992954713325,-0.9434330270679046,4.928136522527562,0.0032679723124862934,0.8817200136011406,-1.3689893975397194
IFT81,ENSG00000122970,1.9655639001609266,-0.02688119006801049,5.426583293927411,0.003352963290310807,0.8902915860368124,-0.9660525760379031
ENSG00000257303,ENSG00000257303,2.034272406649589,0.8558072986037624,4.593653602717724,0.0035242228623726,0.9092018379558415,-1.8169443417047004
ENSG00000269711,ENSG00000269711,7.812270020431625,-1.693764182613729,4.6524162905577375,0.00356830683279415,0.9092018379558415,-2.268348093597858
LOC124900586,ENSG00000276709,2.458339661846125,0.05247846752232671,5.125863093033257,0.0036069721761512337,0.9092018379558415,-1.1793916400228532
TTC7B,ENSG00000165914,1.3505738394881746,3.138777857222093,4.540910509408927,0.0036415903361454675,0.9092018379558415,-1.6181866951338417
GLIS3,ENSG00000107249,5.963956056388633,-2.159625270281697,4.733534859494973,0.003697945700982825,0.9096946424417749,-1.9023930491484506
PPP5D1P,ENSG00000291145,3.7275735182129006,-0.9094678548375693,4.51603118565178,0.003988017416317319,0.9234699168619958,-2.017392529064527
ENSG00000238072,ENSG00000238072,-6.382767130855682,-2.649401175226693,-5.723467510708167,0.004123523825833356,0.9234699168619958,-0.5008197505678726
DPCD,ENSG00000166171,1.6119383201659476,0.6243528501171417,5.559286848815789,0.0041616841544394175,0.9234699168619958,-0.6903506063876925
BAHCC1,ENSG00000266074,2.149463899763234,1.7646136399142898,4.711031572276369,0.004261236281204659,0.9234699168619958,-1.3691147701309774
REV3L,ENSG00000009413,-1.2042144918984883,4.276802221397984,-4.875424489997968,0.004284286312009871,0.9234699168619958,-1.3436388790657148
RAP1GAP,ENSG00000076864,4.004850025765044,-1.2545793252750996,4.27116325921128,0.00431510993705266,0.9234699168619958,-2.011816911182773
TRPV3,ENSG00000167723,1.6132597451661888,0.8414872398823326,4.5327991169653234,0.004332364114365264,0.9234699168619958,-1.6205475637282616
ENSG00000293691,ENSG00000293691,1.2077003627303677,1.6787619109319187,4.7682552259651745,0.0044165422138135,0.9234699168619958,-1.3002730872690265
TRAPPC2B,ENSG00000256060,-1.3064672990795703,1.3302001110284682,-4.459275161142087,0.004533161670063565,0.9234699168619958,-1.9093068908346904
LOC100128059,ENSG00000250274,-1.7534267966301162,-0.5154140655986978,-5.6196955909587345,0.004539564117523489,0.9234699168619958,-0.5310062679509562
FAM161A,ENSG00000170264,-1.4980173259182035,0.29256665317540637,-5.718134734368829,0.004594338634498974,0.9234699168619958,-0.3746398938021551
TRBV12-5,ENSG00000275158,-2.7477853940248127,-0.9905436775978379,-4.383493977521128,0.0047512372752487745,0.9234699168619958,-1.9404685859390884
BOLA3,ENSG00000163170,-1.1108566662244759,2.534067514778179,-5.05164114867798,0.004795568150604288,0.9234699168619958,-1.0011285442044873
NAPSA,ENSG00000131400,1.5025505489627435,0.7587689417087117,5.637330816203684,0.004884936486445347,0.9234699168619958,-0.380378181489867
AR,ENSG00000169083,-1.2209182471698068,0.3345775634879033,-4.788686118345301,0.004885901974033761,0.9234699168619958,-1.4284195754599285
MCOLN3,ENSG00000055732,-2.207739879956641,0.4923740527742053,-4.311562368850991,0.0048913003774122615,0.9234699168619958,-1.9986880085421865
RPS6KL1,ENSG00000198208,-2.900254388111573,0.44317907809480445,-5.151405989268483,0.004926508338954685,0.9234699168619958,-1.0708983222623143
