symbol,gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000282481,ENSG00000282481,11.690744471836025,-1.0764576839535296,6.4105767882292275,7.72589244478235e-5,0.5162919342013618,0.23127819442374165
IGHE,ENSG00000211891,4.276294050020725,-2.4930938641001585,12.145613036906036,8.979802189418207e-5,0.5162919342013618,1.824363012605767
GNB3,ENSG00000111664,-4.086290619916766,-1.6595162362976166,-9.205177117402034,9.26693671535291e-5,0.5162919342013618,0.2753794776427281
FDFT1,ENSG00000079459,2.5372549459719997,1.9178956571701484,9.768690225427463,1.7393084187059026e-4,0.6223055215059308,1.1891115611328962
ENSG00000182841,ENSG00000182841,-5.0401305395120835,-2.811778188521547,-8.007009181778827,2.0867073900297247e-4,0.6223055215059308,-0.25822188643171096
ENSG00000247373,ENSG00000247373,-3.0108763133231875,0.7961387560942701,-10.153428453898936,2.985683477378355e-4,0.6223055215059308,1.5514771939086467
ENSG00000260007,ENSG00000260007,-3.876662027935945,1.1675888640135441,-7.310141981015723,3.089523697653269e-4,0.6223055215059308,-0.7613169978068584
ENSG00000243302,ENSG00000243302,4.45732998302833,-1.260881252745272,7.192786016759125,3.55838069277035e-4,0.6223055215059308,-0.9335191063849617
ENSG00000253636,ENSG00000253636,-3.15466013394456,-1.3234289372491654,-10.527979019084952,3.936333306264492e-4,0.6223055215059308,1.9721242746305947
KIF1C-AS1,ENSG00000227495,-3.6228349639303823,-0.9095751957417494,-6.797794799456863,5.07220846054259e-4,0.6223055215059308,-0.4611143802206863
SOX5,ENSG00000134532,-4.493039352971765,-1.7905858043112446,-10.580315938185459,5.336753402580021e-4,0.6223055215059308,2.5389772518065445
PHOSPHO2,ENSG00000144362,3.5736664092339434,-0.32778956270803716,8.959530052595689,5.43026531244114e-4,0.6223055215059308,1.2430469659427317
IQSEC3,ENSG00000120645,-3.97618544423243,-0.18845514231869387,-6.648189490590513,5.696449088242719e-4,0.6223055215059308,-0.6166981973278602
ENSG00000305847,ENSG00000305847,5.251815459038352,-0.7250253373277689,6.254456071501721,5.82835509476848e-4,0.6223055215059308,-0.9832297736431279
ENSG00000294455,ENSG00000294455,6.555108929173764,-1.3165477137426256,6.548104187125804,5.995637505644897e-4,0.6223055215059308,-0.4360615270229893
CDC42BPA,ENSG00000143776,2.573760878763556,0.5592175300223055,6.2432077491962445,6.68021739283802e-4,0.6223055215059308,1.387102519855822
RUSC1-AS1,ENSG00000225855,-3.408110672218227,-0.09664225624836958,-6.540491322165551,6.993080191905289e-4,0.6223055215059308,-0.8965692504182377
ENSG00000250326,ENSG00000250326,-2.299803501311932,-0.3837900991044323,-6.353240486074926,7.27765173721684e-4,0.6223055215059308,-0.7374965098181496
CCL4,ENSG00000275824,-1.83076827881539,2.6988988207313653,-6.194068862136836,8.097249786322831e-4,0.6223055215059308,-0.7667225562919873
CLN8-AS1,ENSG00000253982,-2.0291714707079027,3.387437075843244,-8.31013017899574,8.792040074139314e-4,0.6223055215059308,1.0296577758970624
ENSG00000277957,ENSG00000277957,-6.166468627960244,-2.0252215203105433,-5.798430210453543,0.0010776074938709447,0.6223055215059308,-0.8743877213301268
GOLGA8K,ENSG00000249931,-2.8157207171764043,-1.120690779417536,-7.733182256003991,0.0010927507608900588,0.6223055215059308,0.8207733139160496
PEX12,ENSG00000108733,-1.7454071348146063,0.733455022207953,-8.174900121693698,0.0011321240442596452,0.6223055215059308,3.028647448660908
TRPS1,ENSG00000104447,1.1292445914230251,3.8527117029476603,8.325023852657873,0.001140493457455362,0.6223055215059308,1.5120315089307335
ENSG00000265018,ENSG00000265018,5.18538950730049,-2.2615699221375016,5.745955619056347,0.0011579184379517144,0.6223055215059308,-0.9477449166499374
ZNF608,ENSG00000168916,2.0948311582339905,1.75513544282249,7.024564982149231,0.001161014354917788,0.6223055215059308,0.3402434563122876
LOC124902947,ENSG00000287200,-2.973188708154437,-0.49568729301777126,-5.692267229643627,0.0012372732139552523,0.6223055215059308,-1.0058150002490054
ZNF268,ENSG00000090612,1.8198349373948124,3.7130380832205754,6.5137109020055215,0.0012474945644984753,0.6223055215059308,0.7249397223494336
ATAT1,ENSG00000229061,-4.916898353510648,-0.5147361556582886,-5.637781369268459,0.001344843585207933,0.6223055215059308,-1.4205253828858133
C15orf62,ENSG00000188277,-2.7934261021066047,0.5238482044141303,-5.6629343829913426,0.001369370693197668,0.6223055215059308,-1.30938140634575
HOOK1,ENSG00000134709,-1.305268523006755,1.758131104662451,-7.934909933813201,0.0013835948217418986,0.6223055215059308,1.1956081798146325
SEMA6B,ENSG00000167680,1.9439655715391981,-0.25183065066092375,5.617924369731628,0.0013866608637860013,0.6223055215059308,-0.6738440553597638
LINC01503,ENSG00000233901,2.1251937056620447,2.108369400314962,6.248875724049365,0.0014040173539442086,0.6223055215059308,-0.25403529160221705
ENSG00000281693,ENSG00000281693,-8.217535116883255,-2.5420268215974446,-5.685137319145958,0.0014118815567515496,0.6223055215059308,-0.9796347591775687
ENSG00000278996,ENSG00000278996,-5.703787402085673,-1.151274031779569,-4.3376642646807495,0.0014716280281455686,0.6223055215059308,-1.1593364155775827
ENSG00000297373,ENSG00000297373,-2.5035976423326876,-0.6757542558276971,-5.510770466438352,0.001495752553183082,0.6223055215059308,-1.0444688355887832
HOXB2,ENSG00000173917,-1.3169087735799156,3.567300352818923,-7.552703563164532,0.001512448126231179,0.6223055215059308,0.8636771499102887
ENSG00000198406,ENSG00000198406,10.16074619299034,-3.20264315947688,4.966271049079043,0.0015427872721319755,0.6223055215059308,-1.5229640154018091
SRGAP1,ENSG00000196935,-8.219919537131604,-1.1963398567251327,-5.494863735631353,0.001549734271107527,0.6223055215059308,-2.076297721567524
UBA6,ENSG00000033178,-1.3367912441343341,4.555707928053759,-7.528389454356031,0.0015554111109014872,0.6223055215059308,1.0182170206101322
ENSG00000308204,ENSG00000308204,-2.555572200647744,-0.6338703532835052,-5.345729729643658,0.0015585729769132253,0.6223055215059308,-1.1459434375192776
ENSG00000273247,ENSG00000273247,1.2911265586247425,2.348156704460878,5.910125067349444,0.001563768810772352,0.6223055215059308,-0.47235881723372675
ENSG00000291224,ENSG00000291224,1.5822265856381985,2.102240140943191,5.505130699394483,0.001789684047136501,0.6804753315989941,-0.7480612723551285
KIF15,ENSG00000163808,-2.1547161025364296,-0.15683207237403946,-5.331060406069333,0.0018376524330493006,0.6804753315989941,-1.2659995376267164
MTFR2,ENSG00000146410,2.943109494636537,-0.2381109870303028,6.204191759049941,0.00183841194028545,0.6804753315989941,-0.17023789694447
